UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
0-5 BULAN,LELAKI,SARAWAK,TANJUNG MANIS,LUAR BANDAR,0,128.01,343.83
0-5 BULAN,LELAKI,SARAWAK,SEBAUH,LUAR BANDAR,0,273.56,343.54
0-5 BULAN,LELAKI,SARAWAK,BUKIT MABONG,LUAR BANDAR,0,211.65,426.13
0-5 BULAN,LELAKI,SARAWAK,SUBIS,LUAR BANDAR,0,114.68,366.61
0-5 BULAN,LELAKI,SARAWAK,BELURU,LUAR BANDAR,0,156.88,358.23
0-5 BULAN,LELAKI,SARAWAK,TELANG USAN,BANDAR,0,533.08,426.1
0-5 BULAN,LELAKI,SARAWAK,TELANG USAN,LUAR BANDAR,0,211.58,307.14
0-5 BULAN,LELAKI,SARAWAK,GEDONG,LUAR BANDAR,0,245.75,339.96
0-5 BULAN,LELAKI,SARAWAK,SEBUYAU,LUAR BANDAR,0,245.75,339.96
0-5 BULAN,LELAKI,SARAWAK,SIBURAN,LUAR BANDAR,0,245.75,339.96
0-5 BULAN,LELAKI,SARAWAK,PANTU,LUAR BANDAR,0,245.75,339.96
0-5 BULAN,LELAKI,W.P. KUALA LUMPUR,KUALA LUMPUR,BANDAR,0,1114.37,700.06
0-5 BULAN,LELAKI,W.P. LABUAN,LABUAN,BANDAR,0,552.51,358.31
0-5 BULAN,LELAKI,W.P. LABUAN,LABUAN,LUAR BANDAR,0,594.32,355.25
0-5 BULAN,LELAKI,W.P. PUTRAJAYA,PUTRAJAYA,BANDAR,0,1034.59,802.07
0-5 BULAN,PEREMPUAN,JOHOR,BATU PAHAT,BANDAR,0,463.36,537.08
0-5 BULAN,PEREMPUAN,JOHOR,BATU PAHAT,LUAR BANDAR,0,383.49,449.01
0-5 BULAN,PEREMPUAN,JOHOR,JOHOR BAHRU,BANDAR,0,741.36,635.83
0-5 BULAN,PEREMPUAN,JOHOR,JOHOR BAHRU,LUAR BANDAR,0,481.16,471.03
0-5 BULAN,PEREMPUAN,JOHOR,KLUANG,BANDAR,0,411.76,577.29
0-5 BULAN,PEREMPUAN,JOHOR,KLUANG,LUAR BANDAR,0,368.68,560.63
0-5 BULAN,PEREMPUAN,JOHOR,KOTA TINGGI,BANDAR,0,518.62,545.75
0-5 BULAN,PEREMPUAN,JOHOR,KOTA TINGGI,LUAR BANDAR,0,453.12,468.7
0-5 BULAN,PEREMPUAN,JOHOR,MERSING,BANDAR,0,353.06,492.79
0-5 BULAN,PEREMPUAN,JOHOR,MERSING,LUAR BANDAR,0,349.27,523.52
0-5 BULAN,PEREMPUAN,JOHOR,MUAR,BANDAR,0,470.15,466.74
0-5 BULAN,PEREMPUAN,JOHOR,MUAR,LUAR BANDAR,0,366.12,409.1
0-5 BULAN,PEREMPUAN,JOHOR,PONTIAN,BANDAR,0,541.86,532.4
0-5 BULAN,PEREMPUAN,JOHOR,PONTIAN,LUAR BANDAR,0,382.86,447.32
0-5 BULAN,PEREMPUAN,JOHOR,SEGAMAT,BANDAR,0,456.07,545.87
0-5 BULAN,PEREMPUAN,JOHOR,SEGAMAT,LUAR BANDAR,0,413.55,481.78
0-5 BULAN,PEREMPUAN,JOHOR,KULAI,BANDAR,0,602.81,582.33
0-5 BULAN,PEREMPUAN,JOHOR,KULAI,LUAR BANDAR,0,397.68,484.58
0-5 BULAN,PEREMPUAN,JOHOR,TANGKAK,BANDAR,0,412.07,490.33
0-5 BULAN,PEREMPUAN,JOHOR,TANGKAK,LUAR BANDAR,0,350.92,373.63
0-5 BULAN,PEREMPUAN,KEDAH,BALING,BANDAR,0,254.34,372.7
0-5 BULAN,PEREMPUAN,KEDAH,BALING,LUAR BANDAR,0,195.73,301.26
0-5 BULAN,PEREMPUAN,KEDAH,BANDAR BAHARU,BANDAR,0,202.95,345.36
0-5 BULAN,PEREMPUAN,KEDAH,BANDAR BAHARU,LUAR BANDAR,0,207.35,323.81
0-5 BULAN,PEREMPUAN,KEDAH,KOTA SETAR,BANDAR,0,337.91,472.27
0-5 BULAN,PEREMPUAN,KEDAH,KOTA SETAR,LUAR BANDAR,0,266.68,374.45
0-5 BULAN,PEREMPUAN,KEDAH,KUALA MUDA,BANDAR,0,335.65,397.9
0-5 BULAN,PEREMPUAN,KEDAH,KUALA MUDA,LUAR BANDAR,0,204.39,314.85
0-5 BULAN,PEREMPUAN,KEDAH,KUBANG PASU,BANDAR,0,386.22,459.15
0-5 BULAN,PEREMPUAN,KEDAH,KUBANG PASU,LUAR BANDAR,0,264.62,343.41
0-5 BULAN,PEREMPUAN,KEDAH,KULIM,BANDAR,0,324.06,374.36
0-5 BULAN,PEREMPUAN,KEDAH,KULIM,LUAR BANDAR,0,227.66,358.64
0-5 BULAN,PEREMPUAN,KEDAH,LANGKAWI,BANDAR,0,305.5,319.06
0-5 BULAN,PEREMPUAN,KEDAH,LANGKAWI,LUAR BANDAR,0,317.66,294.14
0-5 BULAN,PEREMPUAN,KEDAH,PADANG TERAP,BANDAR,0,231.58,401.43
0-5 BULAN,PEREMPUAN,KEDAH,PADANG TERAP,LUAR BANDAR,0,231.58,401.43
0-5 BULAN,PEREMPUAN,KEDAH,SIK,BANDAR,0,253.73,424.98
0-5 BULAN,PEREMPUAN,KEDAH,SIK,LUAR BANDAR,0,247.86,344.11
0-5 BULAN,PEREMPUAN,KEDAH,YAN,BANDAR,0,251.36,417.3
0-5 BULAN,PEREMPUAN,KEDAH,YAN,LUAR BANDAR,0,258.38,295.84
0-5 BULAN,PEREMPUAN,KEDAH,PENDANG,BANDAR,0,291.66,379.05
0-5 BULAN,PEREMPUAN,KEDAH,PENDANG,LUAR BANDAR,0,246.43,401.63
0-5 BULAN,PEREMPUAN,KEDAH,POKOK SENA,BANDAR,0,301.62,506.8
0-5 BULAN,PEREMPUAN,KEDAH,POKOK SENA,LUAR BANDAR,0,275.95,427.8
0-5 BULAN,PEREMPUAN,KELANTAN,BACHOK,BANDAR,0,239.71,178.05
0-5 BULAN,PEREMPUAN,KELANTAN,BACHOK,LUAR BANDAR,0,239.71,178.05
0-5 BULAN,PEREMPUAN,KELANTAN,KOTA BHARU,BANDAR,0,339.93,322.09
0-5 BULAN,PEREMPUAN,KELANTAN,KOTA BHARU,LUAR BANDAR,0,257.21,251.89
0-5 BULAN,PEREMPUAN,KELANTAN,MACHANG,BANDAR,0,316.27,315.58
0-5 BULAN,PEREMPUAN,KELANTAN,MACHANG,LUAR BANDAR,0,231.47,183.19
0-5 BULAN,PEREMPUAN,KELANTAN,PASIR MAS,BANDAR,0,267.95,280
0-5 BULAN,PEREMPUAN,KELANTAN,PASIR MAS,LUAR BANDAR,0,254.52,255.09
0-5 BULAN,PEREMPUAN,KELANTAN,PASIR PUTEH,BANDAR,0,306.28,338.66
0-5 BULAN,PEREMPUAN,KELANTAN,PASIR PUTEH,LUAR BANDAR,0,239.96,293.7
0-5 BULAN,PEREMPUAN,KELANTAN,TANAH MERAH,BANDAR,0,268.25,238.22
0-5 BULAN,PEREMPUAN,KELANTAN,TANAH MERAH,LUAR BANDAR,0,215.2,218.79
0-5 BULAN,PEREMPUAN,KELANTAN,TUMPAT,BANDAR,0,279.62,270.33
0-5 BULAN,PEREMPUAN,KELANTAN,TUMPAT,LUAR BANDAR,0,247.66,244.61
0-5 BULAN,PEREMPUAN,KELANTAN,GUA MUSANG,BANDAR,0,278.88,372.74
0-5 BULAN,PEREMPUAN,KELANTAN,GUA MUSANG,LUAR BANDAR,0,249.4,342.57
0-5 BULAN,PEREMPUAN,KELANTAN,KUALA KRAI,BANDAR,0,297.23,385.67
0-5 BULAN,PEREMPUAN,KELANTAN,KUALA KRAI,LUAR BANDAR,0,203.91,212.63
0-5 BULAN,PEREMPUAN,KELANTAN,JELI,LUAR BANDAR,0,247.7,255.59
0-5 BULAN,PEREMPUAN,KELANTAN,JAJAHAN KECIL LOJING,LUAR BANDAR,0,112.86,132.21
0-5 BULAN,PEREMPUAN,MELAKA,ALOR GAJAH,BANDAR,0,403.6,543.76
0-5 BULAN,PEREMPUAN,MELAKA,ALOR GAJAH,LUAR BANDAR,0,312.05,511.84
0-5 BULAN,PEREMPUAN,MELAKA,JASIN,BANDAR,0,330.88,535.33
0-5 BULAN,PEREMPUAN,MELAKA,JASIN,LUAR BANDAR,0,322.44,531.15
0-5 BULAN,PEREMPUAN,MELAKA,MELAKA TENGAH,BANDAR,0,462.82,665.14
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,JELEBU,BANDAR,0,343.47,502.58
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,JELEBU,LUAR BANDAR,0,343.47,502.58
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,KUALA PILAH,BANDAR,0,381.49,481.93
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,KUALA PILAH,LUAR BANDAR,0,267.88,434.42
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,PORT DICKSON,BANDAR,0,423.9,465.71
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,PORT DICKSON,LUAR BANDAR,0,334.87,447.67
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,REMBAU,BANDAR,0,487.01,496.96
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,REMBAU,LUAR BANDAR,0,363.03,427.71
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,SEREMBAN,BANDAR,0,508.49,505.26
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,SEREMBAN,LUAR BANDAR,0,390.95,463.65
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,TAMPIN,BANDAR,0,396.31,471.35
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,TAMPIN,LUAR BANDAR,0,267.08,472.48
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,JEMPOL,BANDAR,0,410.04,461.46
0-5 BULAN,PEREMPUAN,NEGERI SEMBILAN,JEMPOL,LUAR BANDAR,0,282.54,393.95
0-5 BULAN,PEREMPUAN,PAHANG,BENTONG,BANDAR,0,469.8,463.94
0-5 BULAN,PEREMPUAN,PAHANG,BENTONG,LUAR BANDAR,0,476.49,447.69
0-5 BULAN,PEREMPUAN,PAHANG,CAMERON HIGHLANDS,BANDAR,0,432.65,419.71
0-5 BULAN,PEREMPUAN,PAHANG,CAMERON HIGHLANDS,LUAR BANDAR,0,494.54,486.52
0-5 BULAN,PEREMPUAN,PAHANG,JERANTUT,BANDAR,0,387.93,456.87
0-5 BULAN,PEREMPUAN,PAHANG,JERANTUT,LUAR BANDAR,0,297.86,434.91
0-5 BULAN,PEREMPUAN,PAHANG,KUANTAN,BANDAR,0,425.09,444.24
0-5 BULAN,PEREMPUAN,PAHANG,KUANTAN,LUAR BANDAR,0,303.28,329.63
0-5 BULAN,PEREMPUAN,PAHANG,LIPIS,BANDAR,0,439.8,507.54
0-5 BULAN,PEREMPUAN,PAHANG,LIPIS,LUAR BANDAR,0,324,389.5
0-5 BULAN,PEREMPUAN,PAHANG,PEKAN,BANDAR,0,329.14,379.48
0-5 BULAN,PEREMPUAN,PAHANG,PEKAN,LUAR BANDAR,0,217.2,366.58
0-5 BULAN,PEREMPUAN,PAHANG,RAUB,BANDAR,0,473.12,455.97
0-5 BULAN,PEREMPUAN,PAHANG,RAUB,LUAR BANDAR,0,368.37,418.89
0-5 BULAN,PEREMPUAN,PAHANG,TEMERLOH,BANDAR,0,431.26,426.69
0-5 BULAN,PEREMPUAN,PAHANG,TEMERLOH,LUAR BANDAR,0,339.18,414.02
0-5 BULAN,PEREMPUAN,PAHANG,ROMPIN,BANDAR,0,367.64,440.2
0-5 BULAN,PEREMPUAN,PAHANG,ROMPIN,LUAR BANDAR,0,340.26,396.62
0-5 BULAN,PEREMPUAN,PAHANG,MARAN,BANDAR,0,388.72,480.06
0-5 BULAN,PEREMPUAN,PAHANG,MARAN,LUAR BANDAR,0,316.41,421.79
0-5 BULAN,PEREMPUAN,PAHANG,BERA,BANDAR,0,466.18,513.28
0-5 BULAN,PEREMPUAN,PAHANG,BERA,LUAR BANDAR,0,302.43,432.97
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,BANDAR,0,522.31,507.84
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI TENGAH,LUAR BANDAR,0,318.15,300.61
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,BANDAR,0,479.08,450.28
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI UTARA,LUAR BANDAR,0,263.2,317.5
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,0,511.92,512.03
0-5 BULAN,PEREMPUAN,PULAU PINANG,SEBERANG PERAI SELATAN,LUAR BANDAR,0,269.96,357.14
0-5 BULAN,PEREMPUAN,PULAU PINANG,TIMUR LAUT,BANDAR,0,863.61,672.63
0-5 BULAN,PEREMPUAN,PULAU PINANG,BARAT DAYA,BANDAR,0,773.25,592.29
0-5 BULAN,PEREMPUAN,PULAU PINANG,BARAT DAYA,LUAR BANDAR,0,652.81,508.44
0-5 BULAN,PEREMPUAN,PERAK,BATANG PADANG,BANDAR,0,383.99,523.82
0-5 BULAN,PEREMPUAN,PERAK,BATANG PADANG,LUAR BANDAR,0,287.87,371.89
0-5 BULAN,PEREMPUAN,PERAK,MANJUNG,BANDAR,0,418.25,407.83
0-5 BULAN,PEREMPUAN,PERAK,MANJUNG,LUAR BANDAR,0,247.15,278.69
0-5 BULAN,PEREMPUAN,PERAK,KINTA,BANDAR,0,436.15,459.7
0-5 BULAN,PEREMPUAN,PERAK,KINTA,LUAR BANDAR,0,434.91,373.91
0-5 BULAN,PEREMPUAN,PERAK,KERIAN,BANDAR,0,279.83,349.44
0-5 BULAN,PEREMPUAN,PERAK,KERIAN,LUAR BANDAR,0,248.51,257.84
0-5 BULAN,PEREMPUAN,PERAK,KUALA KANGSAR,BANDAR,0,314.27,409.41
0-5 BULAN,PEREMPUAN,PERAK,KUALA KANGSAR,LUAR BANDAR,0,285.6,293.49
0-5 BULAN,PEREMPUAN,PERAK,LARUT DAN MATANG,BANDAR,0,371.9,381.52
0-5 BULAN,PEREMPUAN,PERAK,LARUT DAN MATANG,LUAR BANDAR,0,268.76,341.47
0-5 BULAN,PEREMPUAN,PERAK,HILIR PERAK,BANDAR,0,359.33,388.68
0-5 BULAN,PEREMPUAN,PERAK,HILIR PERAK,LUAR BANDAR,0,275.99,274.8
0-5 BULAN,PEREMPUAN,PERAK,HULU PERAK,BANDAR,0,300.36,339.11
0-5 BULAN,PEREMPUAN,PERAK,HULU PERAK,LUAR BANDAR,0,225.73,298.41
0-5 BULAN,PEREMPUAN,PERAK,PERAK TENGAH,BANDAR,0,435.12,483.07
0-5 BULAN,PEREMPUAN,PERAK,PERAK TENGAH,LUAR BANDAR,0,261.64,316.95
0-5 BULAN,PEREMPUAN,PERAK,KAMPAR,BANDAR,0,335.91,425.08
0-5 BULAN,PEREMPUAN,PERAK,KAMPAR,LUAR BANDAR,0,239.18,368
0-5 BULAN,PEREMPUAN,PERAK,MUALLIM,BANDAR,0,363.79,513.94
0-5 BULAN,PEREMPUAN,PERAK,MUALLIM,LUAR BANDAR,0,296.46,360.75
0-5 BULAN,PEREMPUAN,PERAK,BAGAN DATUK,BANDAR,0,340.55,371.07
0-5 BULAN,PEREMPUAN,PERAK,BAGAN DATUK,LUAR BANDAR,0,267.17,326.49
0-5 BULAN,PEREMPUAN,PERAK,SELAMA,LUAR BANDAR,0,305.59,321.17
0-5 BULAN,PEREMPUAN,PERLIS,PERLIS,BANDAR,0,311.5,409.91
0-5 BULAN,PEREMPUAN,PERLIS,PERLIS,LUAR BANDAR,0,282.07,370.31
0-5 BULAN,PEREMPUAN,SELANGOR,GOMBAK,BANDAR,0,596.96,547.96
0-5 BULAN,PEREMPUAN,SELANGOR,GOMBAK,LUAR BANDAR,0,319.67,425.64
0-5 BULAN,PEREMPUAN,SELANGOR,KLANG,BANDAR,0,653.59,554.16
0-5 BULAN,PEREMPUAN,SELANGOR,KLANG,LUAR BANDAR,0,338.34,341.62
0-5 BULAN,PEREMPUAN,SELANGOR,KUALA LANGAT,BANDAR,0,638.4,505.78
0-5 BULAN,PEREMPUAN,SELANGOR,KUALA LANGAT,LUAR BANDAR,0,599.08,474.26
0-5 BULAN,PEREMPUAN,SELANGOR,KUALA SELANGOR,BANDAR,0,645.55,532.85
0-5 BULAN,PEREMPUAN,SELANGOR,KUALA SELANGOR,LUAR BANDAR,0,442.82,497.74
0-5 BULAN,PEREMPUAN,SELANGOR,PETALING,BANDAR,0,905.22,705.96
0-5 BULAN,PEREMPUAN,SELANGOR,SABAK BERNAM,BANDAR,0,489.32,479.7
0-5 BULAN,PEREMPUAN,SELANGOR,SABAK BERNAM,LUAR BANDAR,0,489.75,462.5
0-5 BULAN,PEREMPUAN,SELANGOR,SEPANG,BANDAR,0,863.28,600.67
0-5 BULAN,PEREMPUAN,SELANGOR,SEPANG,LUAR BANDAR,0,679.75,612.54
0-5 BULAN,PEREMPUAN,SELANGOR,HULU LANGAT,BANDAR,0,757.28,507.71
0-5 BULAN,PEREMPUAN,SELANGOR,HULU LANGAT,LUAR BANDAR,0,535.03,404.23
0-5 BULAN,PEREMPUAN,SELANGOR,HULU SELANGOR,BANDAR,0,388.23,459.77
0-5 BULAN,PEREMPUAN,SELANGOR,HULU SELANGOR,LUAR BANDAR,0,444.95,511.52
0-5 BULAN,PEREMPUAN,TERENGGANU,BESUT,BANDAR,0,262.31,347
0-5 BULAN,PEREMPUAN,TERENGGANU,BESUT,LUAR BANDAR,0,271.75,291.97
0-5 BULAN,PEREMPUAN,TERENGGANU,DUNGUN,BANDAR,0,370.77,384.93
0-5 BULAN,PEREMPUAN,TERENGGANU,DUNGUN,LUAR BANDAR,0,288.77,324.99
0-5 BULAN,PEREMPUAN,TERENGGANU,KEMAMAN,BANDAR,0,419.25,433.44
0-5 BULAN,PEREMPUAN,TERENGGANU,KEMAMAN,LUAR BANDAR,0,346.68,389.74
0-5 BULAN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,BANDAR,0,338.88,348.9
0-5 BULAN,PEREMPUAN,TERENGGANU,KUALA TERENGGANU,LUAR BANDAR,0,348.19,289.51
0-5 BULAN,PEREMPUAN,TERENGGANU,MARANG,BANDAR,0,352.87,366.69
0-5 BULAN,PEREMPUAN,TERENGGANU,MARANG,LUAR BANDAR,0,362.4,359.33
0-5 BULAN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,BANDAR,0,390.85,524.76
0-5 BULAN,PEREMPUAN,TERENGGANU,HULU TERENGGANU,LUAR BANDAR,0,339.34,351.37
0-5 BULAN,PEREMPUAN,TERENGGANU,SETIU,BANDAR,0,363.37,391.55
0-5 BULAN,PEREMPUAN,TERENGGANU,SETIU,LUAR BANDAR,0,262.59,335.9
0-5 BULAN,PEREMPUAN,TERENGGANU,KUALA NERUS,BANDAR,0,376.43,441.8
0-5 BULAN,PEREMPUAN,TERENGGANU,KUALA NERUS,LUAR BANDAR,0,335.76,383.52
0-5 BULAN,PEREMPUAN,SABAH,TAWAU,BANDAR,0,531.63,302.95
0-5 BULAN,PEREMPUAN,SABAH,TAWAU,LUAR BANDAR,0,358,238.63
0-5 BULAN,PEREMPUAN,SABAH,LAHAD DATU,BANDAR,0,377.56,334.84
0-5 BULAN,PEREMPUAN,SABAH,LAHAD DATU,LUAR BANDAR,0,318.41,301.88
0-5 BULAN,PEREMPUAN,SABAH,SEMPORNA,BANDAR,0,398.31,250.53
0-5 BULAN,PEREMPUAN,SABAH,SEMPORNA,LUAR BANDAR,0,261.66,169.91
0-5 BULAN,PEREMPUAN,SABAH,SANDAKAN,BANDAR,0,504.79,320.4
0-5 BULAN,PEREMPUAN,SABAH,SANDAKAN,LUAR BANDAR,0,349.88,177.77
0-5 BULAN,PEREMPUAN,SABAH,KINABATANGAN,BANDAR,0,372.44,274.52
0-5 BULAN,PEREMPUAN,SABAH,KINABATANGAN,LUAR BANDAR,0,385.91,211.61
0-5 BULAN,PEREMPUAN,SABAH,BELURAN,LUAR BANDAR,0,298.65,298.65
0-5 BULAN,PEREMPUAN,SABAH,KOTA KINABALU,BANDAR,0,586.49,407.64
0-5 BULAN,PEREMPUAN,SABAH,KOTA KINABALU,LUAR BANDAR,0,295.6,313.37
0-5 BULAN,PEREMPUAN,SABAH,RANAU,BANDAR,0,394.06,297.73
0-5 BULAN,PEREMPUAN,SABAH,RANAU,LUAR BANDAR,0,353.67,285.84
0-5 BULAN,PEREMPUAN,SABAH,KOTA BELUD,BANDAR,0,472.75,338.03
0-5 BULAN,PEREMPUAN,SABAH,KOTA BELUD,LUAR BANDAR,0,355.15,244.97
0-5 BULAN,PEREMPUAN,SABAH,TUARAN,BANDAR,0,404.55,361.95
0-5 BULAN,PEREMPUAN,SABAH,TUARAN,LUAR BANDAR,0,429.08,298.57
0-5 BULAN,PEREMPUAN,SABAH,PENAMPANG,BANDAR,0,579.68,469.71
0-5 BULAN,PEREMPUAN,SABAH,PENAMPANG,LUAR BANDAR,0,392.78,381.48
0-5 BULAN,PEREMPUAN,SABAH,PAPAR,BANDAR,0,459.96,324.4
0-5 BULAN,PEREMPUAN,SABAH,PAPAR,LUAR BANDAR,0,401.72,264.52
0-5 BULAN,PEREMPUAN,SABAH,KUDAT,BANDAR,0,451.79,361.03
0-5 BULAN,PEREMPUAN,SABAH,KUDAT,LUAR BANDAR,0,281.55,285.86
0-5 BULAN,PEREMPUAN,SABAH,KOTA MARUDU,BANDAR,0,412.84,320.49
0-5 BULAN,PEREMPUAN,SABAH,KOTA MARUDU,LUAR BANDAR,0,345.26,204.51
0-5 BULAN,PEREMPUAN,SABAH,PITAS,BANDAR,0,512.27,360.31
0-5 BULAN,PEREMPUAN,SABAH,PITAS,LUAR BANDAR,0,303.02,279.16
0-5 BULAN,PEREMPUAN,SABAH,BEAUFORT,BANDAR,0,512.11,408.57
0-5 BULAN,PEREMPUAN,SABAH,BEAUFORT,LUAR BANDAR,0,385.81,241.32
0-5 BULAN,PEREMPUAN,SABAH,KUALA PENYU,BANDAR,0,512.27,360.31
0-5 BULAN,PEREMPUAN,SABAH,KUALA PENYU,LUAR BANDAR,0,399.45,405.07
0-5 BULAN,PEREMPUAN,SABAH,SIPITANG,BANDAR,0,398.49,342.26
0-5 BULAN,PEREMPUAN,SABAH,SIPITANG,LUAR BANDAR,0,476.04,334.25
0-5 BULAN,PEREMPUAN,SABAH,TENOM,LUAR BANDAR,0,374.29,291.79
0-5 BULAN,PEREMPUAN,SABAH,NABAWAN,BANDAR,0,512.27,360.31
0-5 BULAN,PEREMPUAN,SABAH,NABAWAN,LUAR BANDAR,0,313,260.33
0-5 BULAN,PEREMPUAN,SABAH,KENINGAU,BANDAR,0,443.65,330.62
0-5 BULAN,PEREMPUAN,SABAH,KENINGAU,LUAR BANDAR,0,331.31,212.06
0-5 BULAN,PEREMPUAN,SABAH,TAMBUNAN,LUAR BANDAR,0,384.58,297.78
0-5 BULAN,PEREMPUAN,SABAH,KUNAK,BANDAR,0,350.67,204.61
0-5 BULAN,PEREMPUAN,SABAH,KUNAK,LUAR BANDAR,0,361.44,281.69
0-5 BULAN,PEREMPUAN,SABAH,TONGOD,LUAR BANDAR,0,338.52,286.16
0-5 BULAN,PEREMPUAN,SABAH,PUTATAN,BANDAR,0,442.87,309.43
0-5 BULAN,PEREMPUAN,SABAH,TELUPID,LUAR BANDAR,0,436.25,354.23
0-5 BULAN,PEREMPUAN,SABAH,KALABAKAN,LUAR BANDAR,0,378.65,245.34
0-5 BULAN,PEREMPUAN,SABAH,MEMBAKUT,LUAR BANDAR,0,356.04,266.65
0-5 BULAN,PEREMPUAN,SARAWAK,KUCHING,BANDAR,0,530.76,425.78
0-5 BULAN,PEREMPUAN,SARAWAK,KUCHING,LUAR BANDAR,0,329.11,267.78
0-5 BULAN,PEREMPUAN,SARAWAK,BAU,BANDAR,0,322.82,374.31
0-5 BULAN,PEREMPUAN,SARAWAK,BAU,LUAR BANDAR,0,300.53,233.58
0-5 BULAN,PEREMPUAN,SARAWAK,LUNDU,LUAR BANDAR,0,322.82,374.31
0-5 BULAN,PEREMPUAN,SARAWAK,SAMARAHAN,BANDAR,0,512.08,402.05
0-5 BULAN,PEREMPUAN,SARAWAK,SAMARAHAN,LUAR BANDAR,0,301.25,262.12
0-5 BULAN,PEREMPUAN,SARAWAK,SERIAN,BANDAR,0,373.64,379.86
0-5 BULAN,PEREMPUAN,SARAWAK,SERIAN,LUAR BANDAR,0,310.04,288.12
0-5 BULAN,PEREMPUAN,SARAWAK,SIMUNJAN,LUAR BANDAR,0,248.72,263.87
0-5 BULAN,PEREMPUAN,SARAWAK,SRI AMAN,BANDAR,0,347.03,399.75
0-5 BULAN,PEREMPUAN,SARAWAK,SRI AMAN,LUAR BANDAR,0,196.75,348
0-5 BULAN,PEREMPUAN,SARAWAK,LUBOK ANTU,LUAR BANDAR,0,178.91,446.84
0-5 BULAN,PEREMPUAN,SARAWAK,BETONG,LUAR BANDAR,0,211.84,295.89
0-5 BULAN,PEREMPUAN,SARAWAK,SARATOK,LUAR BANDAR,0,200.55,388.94
0-5 BULAN,PEREMPUAN,SARAWAK,SARIKEI,BANDAR,0,416.85,490.47
0-5 BULAN,PEREMPUAN,SARAWAK,SARIKEI,LUAR BANDAR,0,120.4,300.28
0-5 BULAN,PEREMPUAN,SARAWAK,MARADONG,BANDAR,0,351.44,311.17
0-5 BULAN,PEREMPUAN,SARAWAK,MARADONG,LUAR BANDAR,0,104.12,261.53
0-5 BULAN,PEREMPUAN,SARAWAK,DARO,LUAR BANDAR,0,226.72,350.78
0-5 BULAN,PEREMPUAN,SARAWAK,JULAU,LUAR BANDAR,0,107.09,327.58
0-5 BULAN,PEREMPUAN,SARAWAK,SIBU,BANDAR,0,534.95,445.44
0-5 BULAN,PEREMPUAN,SARAWAK,SIBU,LUAR BANDAR,0,198.39,354.03
0-5 BULAN,PEREMPUAN,SARAWAK,DALAT,LUAR BANDAR,0,292.42,402.24
0-5 BULAN,PEREMPUAN,SARAWAK,MUKAH,BANDAR,0,436.87,436.59
0-5 BULAN,PEREMPUAN,SARAWAK,MUKAH,LUAR BANDAR,0,294.55,357.52
0-5 BULAN,PEREMPUAN,SARAWAK,KANOWIT,LUAR BANDAR,0,280.96,316.51
0-5 BULAN,PEREMPUAN,SARAWAK,BINTULU,BANDAR,0,641.17,420.36
0-5 BULAN,PEREMPUAN,SARAWAK,BINTULU,LUAR BANDAR,0,271.1,368.49
0-5 BULAN,PEREMPUAN,SARAWAK,TATAU,LUAR BANDAR,0,338.74,338.74
0-5 BULAN,PEREMPUAN,SARAWAK,KAPIT,BANDAR,0,398.17,501.71
0-5 BULAN,PEREMPUAN,SARAWAK,KAPIT,LUAR BANDAR,0,200.88,488.14
0-5 BULAN,PEREMPUAN,SARAWAK,SONG,LUAR BANDAR,0,219.69,638.59
0-5 BULAN,PEREMPUAN,SARAWAK,BELAGA,LUAR BANDAR,0,216.79,453.45
0-5 BULAN,PEREMPUAN,SARAWAK,MIRI,BANDAR,0,581.8,431.43
0-5 BULAN,PEREMPUAN,SARAWAK,MIRI,LUAR BANDAR,0,307.32,422.54
0-5 BULAN,PEREMPUAN,SARAWAK,MARUDI,LUAR BANDAR,0,264.83,368.49
0-5 BULAN,PEREMPUAN,SARAWAK,LIMBANG,BANDAR,0,346.23,391.7
0-5 BULAN,PEREMPUAN,SARAWAK,LIMBANG,LUAR BANDAR,0,253.05,300.63
